charter,membership_eligibility,membership_field,membership_url,timestamp,membership_notes
794,limited,"How do I qualify?

You will qualify if you meet the following criteria:

- Live in Allegheny or Washington County
- Work in Allegheny or Washington County
- Worship in Allegheny or Washington County
- Attend School in Allegheny or Washington County
- Immediate family members include spouse, parents, grandparents, siblings, children and grandchildren",https://www.triboro-fcu.org/membership/join-tri-boro,2023-11-10 15:13:21.382833,
850,limited,"If you live, work, attend school or reside in Cameron or Willacy County, you are eligible to join the family!",https://www.vfcu.net/become-a-member/,2023-11-10 16:05:54.31864,
795,limited,"Who is eligible to join?

Active firefighters, with one year of service

Retired firefighters

Family members include:
- Spouse
- Parents
- Sons
- Daughters
- Grandchildren",https://www.wvhffcu.com/membership,2023-11-10 15:19:47.123399,
817,limited,"The Rochester & Monroe County Federal Credit Union is open to all employees of the City of Rochester, the County of Monroe, and some towns and villages within the county. It also covers all individuals who live, work or worship in the City of Rochester. Over the years, many additional employment groups and family members of all groups have joined the growing ranks of Credit Union members.",https://www.rocmon.org/why-join/,2023-11-10 15:22:52.213761,
872,limited,"Who Can Join?

- Any active or retired employee of the City of Miami Fire Department
- Any active or retired employee of the following Select Employee Groups (SEG)
  - Miami Beach Fire Department
  - Coral Gables Fire Department
  - Palm Beach County Fire Department – Local 2928
  - Delray Beach Fire Department – Local 1842
  - Hialeah Fire Department – Local 1102
  - Hollywood Fire Department – Local 1375
  - Miramar Fire Department – Local 2820
- Employees of the City of Miami Firefighters and Police Officers Retirement Trust
- Employees of the Village of Key Biscayne
- Local 1907
- Employees of Miami Firefighters FCU
- Any active or retired members of Local 3080
- Active or retired members of Local 4321

Immediate family* members by blood or marriage, widows or widowers of the above groups and anyone sharing a household with the above mentioned groups",https://www.mffcu.org/about-us/membership-information/,2023-11-10 16:15:25.364476,
818,limited,"Our field of membership includes:

- Western New York Developmental Disabilities Services Office who work in Allegany, Cattaraugus or Chautauqua counties, New York or in the village of Gowanda or the town of Collins, New York or at the following homes: Lakeview IRA in Lakeview, NY, the Sherman Avenue IRA in North Collins or the Concord IRA in Springville, NY
- Collins Correctional Facility who work in Collins, NY
- Village of Gowanda, NY
- State of NY, Office of General Services who work out of the Collins Correctional Facility in Collins, NY
- Iroquois Smoke Shop who work in Collins, NY
- Gowanda Correctional Facility who work in Collins, NY
- TLC Health Network who work in Gowanda, NY
- Town of Collins who work in Collins, NY
- Har-Son Mfg., who work in Gowanda, NY
- Trusty Step of Western NY, Inc., dba Magic Glass Repair who work in Forestville, NY
- Town of Perrysburg who work in Perrysburg, NY
- NYS Police headquartered in Collins, NY
- OJIBWAS/SENECAS Trading Post who work in Irving, NY
- Seneca Nation of Indians who work in or paid from Salamanca or Irving, NY
- Gowanda Central School District who work in or are paid from Gowanda, NY
- Gowanda Electronics who work in Gowanda, NY
- Members of Friends of the Collins Public Library",https://www.gafcu.org/About-GAFCU,2023-11-10 15:25:25.545029,
856,limited,Anyone can join. But you have to come into the branch to apply.,(915) 544-2215,2023-11-10 16:11:35.782534,
839,limited,"FirstEnergy Choice Federal Credit Union is a full-service, member owned, not-for-profit organization, dedicated to serving its membership.  The Credit Union was chartered in 1935 and offers a variety of financial services to:

- Employees of FirstEnergy Corp.
- Family members of an existing FirstEnergy Choice Federal Credit Union member
- Immediate family members of a FirstEnergy Corp. employee
- Retirees of FirstEnergy Corp. and their family members
- Retirees of Allegheny Energy, Inc. and their family members

Immediate family is defined as spouse, child, parent, sibling, stepchild, stepparent, grandchild and grandparent.",https://www.fechoice.com/membership,2023-11-10 15:28:44.866446,
841,limited,"Just a few years ago, within a continually changing financial marketplace, the credit union expanded to become a community-chartered credit union to now allow membership privileges to almost everyone who lives, works, or worships in Fayette County.",https://www.acefcu.org/,2023-11-10 15:31:33.056697,
845,limited,"Our primary field of membership includes railroad employees, retirees, other SEG groups and their extended families.",https://www.bufconfcu.com/about-us/,2023-11-10 15:34:52.499093,
871,limited,"Check Membership Eligibility
- Live or work in Washington Parish. Marion or Pearl River Counties. Also available to rural St. Tammany Parish.
- Live or work in Marion or Pearl River Counties.
- Also available to anyone who lives or works in rural St. Tammany Parish.",https://zellcofcu.org/membership.html,2023-11-10 16:14:01.267965,
909,limited,UNK,None,2023-11-15 16:55:55.630363,
943,limited,UNK,None,2023-11-15 17:00:02.384425,
2800,limited,The employees of Mamaroneck and Rye Neck school districts and their families.,http://www.mamtafcu.org,2025-12-30 11:48:02.647942,
971,limited,"After 86 years known as United Police Federal Credit Union, our new name is Law Enforcement & Technology Federal Credit Union. We exclusively serve Law Enforcement Personnel and their immediate family. Since 1936, this credit union has enabled members to save together, make loans to each other, and enjoy the exclusive benefits provided by their own not-for-profit financial institution. Members are our Owners. 
-Law Enforcement Community: all Police, Federal Law Enforcement Agencies, Bureaus, Organizations, Intelligence, Private Security Contractors, Security Agencies Serving Government and ODNI related Financial Partnerships. 

We attribute our strength and stability to our loyal Law Enforcement Members who appreciate good value and quality financial services. We are your Official financial institution in business to serve you. 

-LE&T is the first Technology focused Credit Union and welcome: Technology, Software, Cybersecurity, Coding/Encryption plus Cyber Defense Companies.",https://www.linkedin.com/company/united-police-fcu/about/,2023-11-29 16:32:11.331292,
1682,open,Anyone can join by donating $5 to Mater Dei Friends & Alumni Association.,None,2023-12-30 15:44:30.930855,
986,limited,"Membership in the URE Federal Credit Union is limited to the following:

- Employees of the Union Railroad Company in Pittsburgh, PA
- Employees of Reese Brothers, Inc. in Pittsburgh, PA
- Employees of Kennywood Park Corporation in West Mifflin, PA
- Family members of existing Credit Union Members
- Employees of the credit union
- Persons retired as pensioners or annuitants from the above employment
- Spouses of persons who died while within the field of membership of this credit union",http://www.urefcu.org/about-us/,2023-11-29 16:35:32.401405,
1115,limited,"You are eligible to join Coastline if you meet any of the following criteria:
- If you live, work, worship or attend school in Baker, Clay, Duval, Nassau or St. John's County
- If you are related to anyone who is presently a member or living in the same household",https://www.coastlinefcu.org/join/join-coastline-fcu.html,2023-11-30 17:02:41.742931,
988,limited,"Anyone who lives, works, worships, volunteers, attends school or operates a business in Cayuga County, Onondaga County, Madison County or Oswego County, is eligible for Auburn Community FCU membership. Family members of Auburn Community FCU members can also become credit union members. Any surviving family members of someone who passed away while holding Auburn Community FCU membership are also eligible for credit union membership, including immediate family members or spouses.",https://www.auburnfcu.com/about-auburn-community-federal-credit-union/membership/,2023-11-29 16:36:40.240208,
1000,open,Anyone can join through the Nevada Alumni Association https://www.unr.edu/alumni/membership,https://www.sierrapacificfcu.org/become-a-member/,2023-11-29 16:39:16.482484,
1129,limited,"Welcome to MOPAC Employees Federal Credit Union, a comprehensive financial institution for Union Pacific Railroad Employees and Texas State Railroad Employees, retired employees, and their families. Our 'family' embraces every member related by blood or marriage, offering them the opportunity to enjoy the manifold benefits of MOPAC.",https://mopaccu.com/,2023-11-30 17:14:08.854218,
1022,open,"You can join through family relationships, employers, geographic areas, or military or member associations. Or you can simply become a member of the South Carolina Federal Credit Union Foundation via a one-time $5.00 membership fee.",https://www.scfederal.org/why-us/membership-benefits#join,2023-11-29 16:44:18.311349,
1125,limited,"Who is eligible to become a member?

- Residents of the Amalgamated, Park Reservoir, Mutual, Orloff Towers, and Cannon Heights Cooperatives
- Immediate Family Members of the Van Cortlandt Cooperative Federal Credit Union Members*
- Household Members of the Van Cortlandt Cooperative Federal Credit Union Members**
- Members of the Van Cortlandt Jewish Center
- Employees of the Van Cortlandt Cooperative Federal Credit Union
- Employees of the Amalgamated, Park Reservoir, Mutual, Orloff Towers and Cannon Heights Cooperatives.
- Employees and students of the Amalgamated Nursery school
- Employees, Board, and members of the Van Cortlandt Park Alliance, Bronx, NY

* An immediate family member is defined as: spouse, child, sibling, parent, grandparent, grandchild, stepchild, stepparent, stepsibling and adopted child.

** A Household member is defined as: persons living in the same residence and who maintain a single economic unit. Includes any person who is a permanent member of and participates in the maintenance of the household.",https://www.vccfcu.com/about-vccfcu/join-us/,2023-11-30 17:04:36.117482,
1034,limited,"Olive View FCU is dedicated to serving an exclusive field of membership. Employees working for any of the following are eligible to join:

- Acton Rehabilitation Center
- Antelope Valley Health Center
- Antelope Valley Mental Health
- Department of Public Health Employees assigned to Service Planning Area (SPA) 1 (Lancaster/Palmdale) and 2 (San Fernando and Santa Clarita Valleys)
- Glendale Health Center
- Glendale Health Center campuses
- Employees of Los Angeles County who work Olive View-UCLA Medical Center
- High Desert Regional Health Center
- ITT Exelis located in Van Nuys
- LA County Sheriff Department employees working on Olive View-UCLA Medical Center
- Lake Los Angeles Community Clinic, Littlerock Community Clinic
- Mid-Valley Comprehensive Health Center
- San Fernando Health Center
- South Valley Health Center

Membership in Olive View Federal Credit Union is also available to the immediate family of qualified members, including: spouses, sons, daughters, step-children, fathers, mothers, grandfathers, grandmothers, step-parents, grandchildren, brothers, sisters, or in-laws, life partners or LA County retirees.",https://www.oliveviewfcu.com/about?membership,2023-11-29 20:00:36.620132,
1068,limited,"Membership is open to anyone who lives, works, attends school, volunteers or worships in several South Florida communities within Miami-Dade County. Family members of current Compass Financial members can also join.",https://www.compassffcu.org/About-Us/About-Us/Membership-Eligibility.aspx,2023-11-30 16:44:27.821392,
1074,open,Join through membership in American Consumer Council,https://figfcu.org/become-member,2023-11-30 16:46:57.65822,
1130,limited,"https://www.facebook.com/lfcumembers/ says, ""Longview Federal Credit Union is a closed member credit union for emoloyees and family members of Ex""","",2023-12-30 11:29:34.92509,
1111,limited,"Employees of General Electric Co., Retired Employees of General Electric Co., Employees of Wabtec Corporation, Erie Cotton Products, Presque Isle Rehabilitation & Nursing, Dusckas, Dusckas-Martin and Edward J. Garr funeral homes.

Immediate family members including Spouse, Children, Step-children, Parents, Sisters, Brothers, Grandparents, Grandchildren, Other relatives residing in your household, Foster parents, guardians, foster children residing in your household, Significant others residing in your household.

Once a member always a member.
If you change your job or lose your job or move across the country you can still be a member of this credit union.",https://www.locomotivecontrolefcu.com/membership,2023-11-30 16:53:49.99827,
1113,limited,"Employees of the following are eligible for membership:

- El Reno Federal Correctional Institution
- Federal Transfer Center Oklahoma City
- Great Plains Correctional Facility in Hinton, Oklahoma
- Fort Reno Employees (USDA)

Also, any parents, spouses, children, and grandchildren of current members are eligible for membership.",https://www.cw-fcu.com/how-to-join/,2023-11-30 16:58:30.947538,
2682,limited,"We are a closed field of membership exclusive for employees of the Chicago Transit Authority, G.C. America, and Guardian Security.",http://www.southshopfcu.org,2025-12-30 11:34:29.968509,
1133,limited,"If you live, work, worship, attend school in, or have a business located in Cumberland, Sagadahoc or Kennebec county, we’d like to invite you to join Trademark Federal Credit Union.

You are also eligible if you have a family member who is a current Member of our Credit Union.",https://trademarkfcu.org/want-to-join/,2023-12-30 11:32:35.778634,
1157,limited,Our credit union membership is open to dedicated employees of the Buffalo Police and Fire Department and their families.,https://buffalopolicefcu.com/about.php,2023-12-30 11:34:56.722682,
1364,limited,"To join U S Federal Credit Union, we require that a member lives, works, worships, or attends school in Lake or Porter County, Indiana.",https://www.usfederalcu.org/membership/how-to-join/how-do-i-join,2023-12-30 12:07:24.134739,
1172,limited,"Anyone who lives, works, worships, or attends school in the Wilkes-Barre community may qualify to join Corner Post FCU. Additionally, employees working at Select Employee groups, along with their families, are eligible to join Corner Post FCU. Check our current Select Employee Groups.

Once you become a member, your immediate and extended family members may join, too. Your spouse, children, parents, in-laws, siblings, grandparents, grandchildren – anyone related by blood or marriage is eligible to join.",https://www.cornerpostfcu.org/about/membership/,2023-12-30 11:36:31.965584,
1199,limited,"BMI Federal Credit Union is available to anyone who lives, works, worships, or attends school in Franklin, Licking, Fairfield, Pickaway, Madison, Union, Delaware, or Morrow County, Ohio.",https://www.bmifcu.org/join.html,2023-12-30 11:38:18.153044,
1397,limited,Edisto Federal Credit Union serves communities in the State of South Carolina.,None,2023-12-30 12:13:38.03829,
1207,limited,"Anyone residing in the Greater Los Angeles, California Metropolitan area (in the counties of Los Angeles, Orange, Ventura, Riverside, or San Bernardino), is eligible to join LAFCU and become a member by either working for the City of Los Angeles, or after making a minimum donation to the Los Angeles Charitable Association (LACA), a 501(c)3 nonprofit charity.",https://www.lafcu.org/about-us/history,2023-12-30 11:40:33.371586,
1368,limited,"You can join myPSFCU if you live, work, or attend school or church in these communities:

Alhambra, Altadena, Arcadia, Azusa, Baldwin Park, Bell, Bradbury, Citrus, Commerce, Covina, Duarte, East San Gabriel, East Pasadena, El Monte, Glendale, Huntington Park, Irwindale, La Puente, Maywood, Monrovia, Montebello, Monterey Park, North El Monte, Pasadena, San Gabriel, Rosemead, Sierra Madre, San Marino, South El Monte, South Pasadena, Temple City, Valinda, Vernon, Vincent, and West Covina

You’re also eligible if you work for any of our Select Employer Groups:

7Up/RC Battery, AFA foods, American Family Funding, Bcbg, Castle & Cooke, Chipotle, City of Vernon, Coast Packing, Colonial Dames Employee, Crystal Arts Gallery, Darling International, Dick Martin, El Super, Epril Design, Exide Technologies, Farmer John, Frostig School, Fuller Newspaper, Gavina, Hannibal Industries, Jobbers, King Meat, Metal Surfaces, Monogram Aerospace, Old Castle, Old Dominion Freight, PUSD, Paper Mart, Pars Ice Cream, PCC, Pasadena Star, Ralphs, Randalls, Rosebud, Saipin, Sara Lee, Schwimmer, Sugar Foods, Sweenter, Tadin Tea, United Food Group, Valley Fruit Employee, Littlejohn-Ruelad, La Libertad, Royal Wholesale Electric, Popcornopolis, Volume Brands, Williams Data Management, Crowne Plaza Hotel, Optimum Seismic, Reliant Urgent Care, Lineage Logistics, Amerpride, Q Perfumes, Strategic Materials, El Monte School District (Mountain View), El Monte Promise Foundation",https://mypsfcu.org/join-mypsfcu/,2023-12-30 12:09:12.409167,
1236,limited,No data on website,None,2023-12-30 11:44:59.683722,
1248,,"",N/A,2023-12-30 11:47:46.461631,
1251,limited,"New Century provides services to those individuals who meet at least one of the following:

- Anyone living or working on the east side of Joliet or specific areas of Crest Hill, Lockport or Rockdale
- Work for one of our partner payroll groups
- If you are an immediate family member of a New Century FCU member",https://www.newcenturyfcu.org/about/membership/,2023-12-30 11:49:03.99171,
1257,limited,"Membership Eligibility Includes:

- Current employees of the Baton Rouge Fire Department
- St. George Fire Department
- Brownsfield Fire Department
- Central Fire Department
- Eastside Fire Department
- District 6 Fire Department
- St. Amant Volunteer Fire Department
- Plaquemine Fire Department
- Zachary Fire Department
- Prairieville Ascension Fire District  3
- City of Baker
- Alsen St. Irma Lee Fire Department
- West Baton Rouge Fire Dept. District 1 - formerly known as Port Allen Fire Dept.
- LSU Fire and Emergency Training Institute
- Pride Volunteer Fire Department
- Livingston Fire Protection District 7
- EMS
- Gonzales Fire Department
- Town of Livingston Fire Department
- Sorrento Volunteer Fire Department
- Chaneyville Fire Department
- Denham Springs Fire Department
- Fire Protection District Five
- Pointe Coupee Parish Fire Dept. District 5
- West Feliciana Fire Protection District Number 1
- Tangipahoa Parish Fire Protection District Number 1
- Baker Fire Department
- Fire Protection Dist. 4.
- Livingston Parish Dist. 4.
- St. Landry Fire Protection 1
- Hammond Rural Fire Department
- Independence Fire Department
- Office of State Examiner Fire & Police Civil Service
- Loranger Volunteer Fire Department
- Pointe Coupee Fire District  3
- Pointe Coupee Fire District  4
- Husser Volunteer Fire Department
- Hammond Fire Department
- Livingston Fire District 9
- Wilmer Volunteer Fire Department
- St. Helena Fire Dist. 2
- Kentwood Fire Department
- St. Landry Fire District 2
- Livingston Fire District 11
- St. Martin Fire District

If you are not a part of our membership group and would like to be, please call us at 225-274-8383.",https://www.brfdfcu.com/who-can-join,2023-12-30 11:50:20.587728,
1399,limited,"Established in 1936, the Pitney Bowes Employees Federal Credit Union helps Pitney Bowes and BlueCrest employees, their immediate families, retirees and their household members with all of their financial needs.",https://www.pbefcu.com/,2023-12-30 12:14:34.53878,
1263,limited,Evansville Firefighters and their families,https://www.facebook.com/effcu/,2023-12-30 11:53:56.795155,
1273,limited,"State Farm Federal Credit Union is an exclusive benefit program offered as part of the State Farm Total Rewards package. Membership is open to all U.S. State Farm employees, agents, retirees, and certain members of their immediate families.",https://www.statefarmfcu.com/about-us/become-a-member/,2023-12-30 11:59:07.576408,
1401,limited,"Hereford Texas Federal Credit Union has been providing financial services to individuals, families and businesses within our community since 1936.",https://htfcu.com/,2023-12-30 12:16:26.894569,
1309,limited,"If you live, work, worship, or learn in New Haven County, you are eligible to join CrossPoint and enjoy safe and reliable checking, savings, and lending options – leading to your financial wellness and freedom.",https://crosspointfcu.org/,2023-12-30 12:00:35.338586,
1344,limited,"Northern Valley Federal Credit Union serves residents who live, work, worship, attend school, businesses and other legal entities located in Grand Forks County, ND and Polk County, MN.",https://www.northernvalleyfcu.com/about/membership/,2023-12-30 12:03:48.302226,
1352,limited,"Century Heritage is focused solely on serving the Greater Pittsburgh Area (Allegheny, Armstrong, Beaver, Butler, Fayette, Washington and Westmoreland Counties).",https://forms.joinmycu.com/mop/273/newmember/promotional,2023-12-30 12:05:25.952688,
1788,limited,Membership is open to all Nordstrom employees and their immediate family members.,https://www.nordcu.org/connect/join-us/become-a-member.html,2025-12-31 00:04:00.939035,
1409,limited,"Raiz membership is open to anyone in the community. If you live, work, or worship in El Paso County, you’re eligible to join the Raiz family and enjoy all the benefits we have to offer!",https://raiz.us/about-raiz/become-a-member/,2023-12-30 12:18:41.605803,
1410,limited,"MidSouth Community FCU is open to anyone who works, lives, worships, or attends school in these Middle Georgia counties: Bibb, Baldwin, Crawford, Hancock, Houston, Jones, Monroe, Peach, Pulaski, Putnam, Twiggs, Washington, and Wilkinson.",https://www.midsouthfcu.org/who-we-are/,2023-12-30 12:19:57.941302,
1542,limited,"Anyone who lives, works, worships or attends school in, and businesses and other legal entities located in Lawrence County, PA may become a member of GNC Community FCU.",https://www.gncfcu.com/become-member,2023-12-30 13:22:53.267843,
1427,limited,"Who is eligible for membership at MidWest America Federal Credit Union?
- Anyone who works at any of the listed employers, or is a member of any of the above organizations (designated in blue ink)
- Anyone who is an immediate family member of someone who is eligible (above)
- Anyone who lives in the same household as someone who is eligible
- The Allen County Investment Area (022): persons who live, work, worship, attend school in, and businesses and other
legal entities located in the outlined area.
- Members of Humane Fort Wayne (019) in Fort Wayne, IN. Must live within 100 miles of a MWA branch.
- Employees of MidWest America FCU (301) and MidWest America FCU Family Members (302).",https://www.mwafcu.org/membership/,2023-12-30 12:20:57.095282,
1438,limited,"The Credit Union's field of membership consists of current and retired municipal employees and any departments, bureaus or instrumentalities there of.

- City of Long Beach
- City of Signal Hill
- Long Beach Police Officers' Association (LBPOA)",https://www.lbcefcu.org/about-us/how-to-join/,2023-12-30 12:23:20.583844,
1644,limited,"Who Can Join CCU

Anyone who lives, works, worships, or attends school in one of the following communities can join CCU:

- Chemung County, NY
- City of Corning, NY
- Brunswick County, NC
- City of Wilmington, NC
- New Hanover County, NC
- Pender County, NC
- Franklin County, PA
- Horry County, SC

You can also join:

- Through a family member.
- Through your employer.
- Through an association.

To join today:

Apply online;
Call us at 800-677-8506;
Visit a branch near you.",https://www.corningcu.org/join/joining-ccu/,2023-12-30 15:30:18.443956,
1454,limited,"Employees of Merck & Co. and Organon are eligible for membership, as well as persons who work regularly for entities under contract and possessing a strong dependency relationship with Merck & Co. Also eligible for membership are family members of existing members.",https://www.merckcu.com/services/join-mefcu,2023-12-30 12:26:47.655265,
1461,limited,"Membership in the Leominster Employees Federal Credit Union is open to all City of Leominster Municipal Employees, and their extended families. 

We define Leominster Municipal Employees as those who;  Work for the City of Leominster, are Retired from the City of Leominster, are Elected Officials for the City of Leominster, or are a recognized Volunteer for a City of Leominster Department.",https://www.leomefcu.org/About-Us/Membership.aspx,2023-12-30 12:34:55.010484,
1607,limited,"Big Island Federal Credit Union membership is available to anyone who meets the following criteria:

- Persons who live on the island of Hawaii;
- Persons who regularly work, attend school, worship, perform volunteer services, or participate in associations headquartered on the island of Hawaii;
- Persons participating in programs to alleviate poverty or distress which are located on the island of Hawaii;
- Incorporated and unincorporated organizations located on the island of Hawaii.",https://www.bigislandfcu.com/membership-eligibility,2023-12-30 13:25:30.771204,
1463,limited,"To Become a Member you Must:

Be employed by:

Appalachian Power Company Corp.

Or:

If you are a dependent family member of someone who is already a member",https://appalachianpowerefcu.virtualcu.net/membership/,2023-12-30 13:05:17.973657,
1472,limited,"Palmetto Citizens membership is open to any individual who lives, works, worships or attends school in the following counties in central South Carolina: Calhoun, Fairfield, Kershaw, Lexington, Newberry, Orangeburg, Richland or Saluda.

Membership may also be available to businesses, non-profits, churches and legal entities operating in this area. If you’re outside this area but have immediate family in these counties, you may be eligible to join as well.",https://www.palmettocitizens.org/,2023-12-30 13:06:25.198778,
1646,limited,"Membership is open to anyone who works, lives or worships in Clairton, West Elizabeth and the Elizabeth Borough and also open to family members of current Credit Union members. We also welcome membership to employees of our Employer Sponsors who include the following:

- USS Clairton Works
- Clairton Municipal Authority
- South East Regional EMS
- All Crane
- Maxim Crane
- Jefferson Memorial Cemetery
- PIA – Pittsburgh Institute of Aeronautics
- Century Steel
- Univar
- Reese Automotive
- TYK America",https://clairtonworksfcu.com/member-benefits/,2023-12-30 15:37:41.927096,
1476,limited,"If you live, work, worship or attend school in Erie or Crawford County, PA or you are the child, grandchild, grandparent, parent, sibling, stepchild, stepparent or stepsibling of an existing Erie Federal Credit Union member, you can now Belong to the Erie FCU.",https://www.eriefcu.org/bank/personal-banking/become-a-member,2023-12-30 13:07:43.628028,
1493,limited,"Membership at F&A Federal Credit Union is open to employees of the Los Angeles County Fire Department and many other government employees throughout Los Angeles County listed below.

The immediate family of a current F&A Member, either by blood, marriage or legal documentation, may also join the Credit Union (e.g. mother, father, siblings, spouse, children, grandchildren and grandparents, step parents, step children, step siblings and adoptive relationships).",https://www.fafcu.org/join,2023-12-30 13:09:21.511019,
1669,limited,"Sarco Federal Credit Union is a Community Chartered Credit Union open to anyone who lives, works, worships or goes to school in Bethlehem, PA.",https://www.sarcofcu.org/,2023-12-30 15:42:22.373924,
1499,limited,"- Federal Government Employees and retirees living and working in the Southern third of Colorado and their entire families
- United States Postal Service (Our sponsor!)
- Federal Bureau of Prisons (Florence Correctional Complex)
- Consumer United Association
- Government Printing Office
- US Forest Service
- FAA
- National Weather Service office
- Retired or active members of the Armed Forces and their dependents",https://www.pgafcu.org/membership/,2023-12-30 13:14:09.539034,
1509,,"We’re proud to serve members who live, work, worship, or attend school in Blount, Loudon, or Monroe Counties.",https://www.atfcu.com/member-services,2023-12-30 13:16:14.941274,
1520,limited,"You qualify for membership with Tennessee Valley Federal Credit Union if you live, work, worship, volunteer, or attend school within our 17-county community. Additionally, immediate family members of existing members are eligible, and businesses and organizations that are located in, or do business in, our 17-county community are also eligible for membership.

17-County Community
- Tennessee: Bledsoe, Bradley, Grundy, Hamilton, Marion, McMinn, Meigs, Polk, Rhea and Sequatchie Counties
- Georgia: Catoosa, Chattooga, Dade, Gordon, Murray, Walker and Whitfield Counties",https://www.tvfcu.com/about-us/become-a-member.html,2023-12-30 13:17:21.920405,
828,limited,"Lives or works in one of these Oklahoma counties: Caddo, Comanche, Cotton, Kiowa, Tillman, Stephens. Family members of existing account holders.",https://www.swofcu.com/membership/,2025-12-30 23:55:39.33375,
1717,limited,"In 1999, Hawaiian Financial Federal Credit Union changed its field of membership to serve Oahu's community and their families. Since 1999, membership transformed from an employer base to a community base charter. This charter change allowed everyone who works, lives, worships, or do business on Oahu and their immediate families to become members. The credit union has grown to become the largest community based credit union in the State and the preferred merger partner for 15 valued credit unions.",https://www.hificu.com/about-us/overview,2023-12-30 15:47:58.420985,
1725,limited,"At Monroe Telco FCU, there are several ways to become a member. If you are a person who lives, works, worships, or attends school in the following parishes, and businesses and other legal entities located in Caldwell, Jackson, Lincoln, Morehouse, Ouachita, Richland and Union Parishes in Louisiana, you are eligible for membership. If you have an immediate family member that has an existing account, you can join through them. ",https://www.monroetelcofcu.org/membership-1,2023-12-30 15:50:27.342684,
1726,limited,"Who can join?

Do you live, work, or attend school in one of the following parishes?

- Ascension
- East Baton Rouge
- East Feliciana
- Iberville
- Livingston
- Pointe Coupee
- Saint Helena
- Tangipahoa
- West Baton Rouge
- West Feliciana

If you answered yes to either of these questions, you’re eligible!

Parents, children, siblings, grandparents, grandchildren, stepparents, or stepchildren of Baton Rouge Telco members are also eligible to join.",https://www.brtelco.org/join-today,2023-12-30 15:53:15.138263,
1739,limited,"Persons who live in Silver Bow County, Montana; persons who regularly work, attend school, worship, or participate in associations headquartered in Silver Bow County, Montana; persons participating in programs to alleviate poverty or distress which are located in Silver Bow County, Montana; incorporated organizations located in Silver Bow County, Montana or maintaining a facility in Silver Bow County, Montana.

Also eligible for membership are all family members from above, which include spouses, children, step-children, parents, grandparents, in-laws, aunts, uncles and cousins.",https://www.milehighfcu.org/about-us/become-a-member.html,2023-12-30 21:56:36.324192,
1750,limited,"Cosden Federal Credit Union provides all the benefits of a member-owned financial institution to all persons and their immediate family members who live, work, worship or attend school in the following 8 counties:

- Howard
- Borden
- Dawson
- Glasscock
- Martin
- Mitchell
- Scurry
- Sterling",https://www.cosden.org/pages/join.php,2023-12-30 21:57:39.267577,
1784,limited,"Membership Eligibility

Hawaii County Employees Federal Credit Union is operated exclusively for the benefit of:

- Any Hawaii County Employee working on the island of Hawaii
- Any person employed under the Comprehensive Employment and Training Act who works for the County of Hawaii on the island of Hawaii
- Any registered volunteer of the County of Hawaii who works at the County of Hawaii facilities on the island of Hawaii under the supervision of employees of the County of Hawaii
- Any employee of the Hawaii Government Employees Association or the United Public Workers Association who works in Hilo, Hawaii
- Family members of the above are also eligible, and membership is lifetime, regardless of whether the member leaves the employ of the County",https://www.hawaiicountyfcu.com/join,2023-12-30 22:01:37.842048,
1785,limited,"Hawaii Schools Federal Credit Union membership is an exclusive benefit available to individuals who are affiliated with the State of Hawaii's Department of Education public school system.

More specifically, those who meet one of the following eligibility requirements:

- Any student/participant of any school, program, or facility operated by the State of Hawaii's Department of Education including all public and all public charter schools (K-12)
- Any student/participant of any education and activity program conducted on public school campuses such as the A+ after school program and after school language programs
- Any employee/retiree of the State of Hawaii's Department of Education
- Any employee/retiree of the Hawaii State Teachers Association (HSTA)
- Any employee/retiree of the Hawaii Federation of Teachers
- Any employee/retiree of the National Education Association
- Any member of the State of Hawaii's Board of Education
- An immediate family member — comprising a parent or grandparent, spouse, sibling, child or grandchild, or household member — of any qualifying individual

If you don’t meet any of these eligibility requirements, please call us at (808) 521-0302 for more information and options.",https://www.hawaiischoolsfcu.org/eligibility,2023-12-30 22:03:46.697249,
1792,limited,"We are a full-service credit union for anyone who lives, works, or worships in El Paso, Texas and Dona Ana County, New Mexico.",https://www.evolvefcu.org/about-us/who-we-are,2023-12-30 22:06:40.967876,
1815,limited,"You may be eligible to join HawaiiUSA if:

- You or a member of your family or household is in the field of education as an employee, retiree, student or student's parent in a majority of Hawaii schools, pre-K through 12th grade
- You are affiliated with any of our 10,000+ Select Employee Groups (SEGs)
- Your immediate family member is a HawaiiUSA member",https://www.hawaiiusafcu.com/about/join/membership,2023-12-30 22:08:21.507182,
1904,open,"To become a member of University Federal Credit Union, you must:

- Be employed by a company in our field of membership
- Be enrolled in or employed by a school in our field of membership
- Belong to an association in our field of membership
- Be the immediate family member of a UFCU member

None of these apply to you? You may be able to join through the American Consumer Council and membership is free. American Consumer Council will not share your information with third parties.

The American Consumer Council is a non-profit consumer education organization. Their mission is to educate and guide consumers in their purchase of safe, reliable products and services.",https://www.ufcu.org/about/become-a-member,2023-12-30 23:35:58.710081,
